title,category,start_datetime_local,end_datetime_local,location_name,address_text,city,source,source_url,scraped_at,start_dt,end_dt,start_date,start_hour
100 volte la Pupazza,,2025-02-12T00:00:00+01:00,,gli eroici furori,"Via Melzo, 30, Milano, Porta Venezia",Milan,milanotoday,https://www.milanotoday.it/eventi/100-volte-la-pupazza-la-pupazza.html,2025-12-22T15:40:16.260437+01:00,2025-02-12 00:00:00+01:00,,2025-02-12,0.0
Undicesimo festival internazionale dei depuratori,,2025-09-19T00:00:00+02:00,,Depuratore di Milano Nosedo,"Via San Dionigi, Milano, Corvetto",Milan,milanotoday,https://www.milanotoday.it/eventi/11-festival-internazionale-dei-depuratori-arte-ambiente-energia-il-sogno-circolare-arte-da-mangiare.html,2025-12-22T15:40:19.362594+01:00,2025-09-19 00:00:00+02:00,,2025-09-19,0.0
20 anni di milano whisky festival & rum show 2025,,2025-11-29T00:00:00+01:00,,BASE,"Via Ambrogio Bergognone da Fossano, 34, Milano, Tortona",Milan,milanotoday,https://www.milanotoday.it/eventi/20-anni-di-milano-whisky-festival-rum-show-2025.html,2025-12-22T15:40:22.252877+01:00,2025-11-29 00:00:00+01:00,,2025-11-29,0.0
"2ys of basta con Goedi, Sup Nasa, Amore Audio e Lvnar al Detune",,2025-11-23T00:00:00+01:00,,Detune,"Via Felice Casati, 24, Milano, Porta Venezia",Milan,milanotoday,https://www.milanotoday.it/eventi/2ys-of-basta-con-goedi-sup-nasa-amore-audio-e-lvnar-al-detune-goedi-amore-audio-lvnar-e-sup-nasa.html,2025-12-22T15:40:24.282408+01:00,2025-11-23 00:00:00+01:00,,2025-11-23,0.0
"50 anni di storia, sorrisi e shopping: nel milanese un mese speciale di eventi",centro commerciale Brianza,,,,,Milan,milanotoday,https://www.milanotoday.it/eventi/50-anni-cc-brianza.html,2025-12-22T15:40:27.597878+01:00,,,,
Sei lezioni online per comprendere la storia del design,,2025-09-04T00:00:00+02:00,,online,"Via Privata Stefanardo da Vimercate, Milano, Gorla",Milan,milanotoday,https://www.milanotoday.it/eventi/6-lezioni-online-per-comprendere-la-storia-del-design.html,2025-12-22T15:40:30.503663+01:00,2025-09-04 00:00:00+02:00,,2025-09-04,0.0
Edizione 61 wildlife photographer of the year a Milano,,2025-11-15T00:00:00+01:00,,Museo della Permanente,"Via Filippo Turati, 34, Milano, Porta Nuova",Milan,milanotoday,https://www.milanotoday.it/eventi/61-wildlife-photographer-of-the-year-a-milano-vari.html,2025-12-22T15:40:33.656522+01:00,2025-11-15 00:00:00+01:00,,2025-11-15,0.0
a buccinasco volontari in azione per rigenerare il parco spina azzurra,,2025-05-25T00:00:00+02:00,,Parco Spina Azzurra,"Via Grancino, Buccinasco, ",Milan,milanotoday,https://www.milanotoday.it/eventi/a-buccinasco-volontari-in-azione-per-rigenerare-il-parco-spina-azzurra.html,2025-12-22T15:40:36.199506+01:00,2025-05-25 00:00:00+02:00,,2025-05-25,0.0
"A Casa Emergency arriva ""Anteo nella città"", il cinema itinerante nei municipi milanesi",,2025-06-22T00:00:00+02:00,,Casa EMERGENCY,"Via Santa Croce, 19, Milano, Porta Ticinese",Milan,milanotoday,https://www.milanotoday.it/eventi/a-casa-emergency-arriva-anteo-nella-citta-il-cinema-itinerante-nei-municipi-milanesi-anteo-nella-citta.html,2025-12-22T15:40:41.154614+01:00,2025-06-22 00:00:00+02:00,,2025-06-22,0.0
a citylife shopping district arriva il summer game: il 10 luglio torna la notte bianca con la possibilità di vincere o raddoppiare il valore del proprio shopping,,2025-10-07T00:00:00+02:00,,CityLife Shopping District,"Piazza Tre Torri, Milano, Fiera",Milan,milanotoday,https://www.milanotoday.it/eventi/a-citylife-shopping-district-arriva-il-summer-game-il-10-luglio-torna-la-notte-bianca-con-la-possibilita-di-vincere-o-raddoppiare-il-valore-del-proprio-shopping.html,2025-12-22T15:40:44.064572+01:00,2025-10-07 00:00:00+02:00,,2025-10-07,0.0
A luglio il cinema non va in vacanza: nuovi appuntamenti sotto le stelle per i milanesi in città,,2025-02-07T00:00:00+01:00,,varie,"varie, Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/a-luglio-il-cinema-non-va-in-vacanza-nuovi-appuntamenti-sotto-le-stelle-per-i-milanesi-in-citta.html,2025-12-22T15:40:47.546751+01:00,2025-02-07 00:00:00+01:00,,2025-02-07,0.0
A Milano arriva l'evento gratuito che aiuta i manager ad allenare la leadership,,2025-11-24T00:00:00+01:00,,WAO ROMOLO C30,"Viale Cassala, 30, Milano, Moncucco",Milan,milanotoday,https://www.milanotoday.it/eventi/a-milano-arriva-l-evento-gratuito-che-aiuta-i-manager-ad-allenare-la-leadership-wibo.html,2025-12-22T15:40:50.192030+01:00,2025-11-24 00:00:00+01:00,,2025-11-24,0.0
"A Milano il mas Museo d'arte e scienza presenta la collettiva internazionale ""In Alis Artis""",,2025-11-29T00:00:00+01:00,,mas Museo d'arte e scienza,"Via Quintino Sella, 4, Milano, Castello",Milan,milanotoday,https://www.milanotoday.it/eventi/a-milano-il-mas-museo-d-arte-e-scienza-presenta-la-collettiva-internazionale-in-alis-artis.html,2025-12-22T15:40:52.513431+01:00,2025-11-29 00:00:00+01:00,,2025-11-29,0.0
a senago torna la “sagra dei pizzoccheri e dei porcini”: dal 9 al 26 ottobre sapori valtellinesi e atmosfera d’autunno,,2025-09-10T00:00:00+02:00,,centro sportivo di Senago,"Via Giuseppe di Vittorio, 2, Senago, ",Milan,milanotoday,https://www.milanotoday.it/eventi/a-senago-torna-la-sagra-dei-pizzoccheri-e-dei-porcini-dal-9-al-26-ottobre-sapori-valtellinesi-e-atmosfera-d-autunno-mondosagre.html,2025-12-22T15:40:55.049757+01:00,2025-09-10 00:00:00+02:00,,2025-09-10,0.0
A Senago torna la sagra della cassoeula e dei bolliti misti,,2025-10-31T00:00:00+01:00,,centro sportivo di Senago,"Via Giuseppe di Vittorio, 2, Senago, ",Milan,milanotoday,https://www.milanotoday.it/eventi/a-senago-torna-la-sagra-della-cassoeula-e-dei-bolliti-misti-sapori-lombardi-e-atmosfera-di-festa-mondosagre.html,2025-12-22T15:40:58.757735+01:00,2025-10-31 00:00:00+01:00,,2025-10-31,0.0
Absolutely…Ennio Morricone,,2025-03-07T00:00:00+01:00,,Giardini di Leonardo,"Piazza Leonardo da Vinci, 32, Milano, Città Studi",Milan,milanotoday,https://www.milanotoday.it/eventi/absolutely-ennio-morricone-ennio-morricone.html,2025-12-22T15:41:01.708233+01:00,2025-03-07 00:00:00+01:00,,2025-03-07,0.0
Accasaccio in concerto a Milano. Ritmo salentino e solidarietà per la salute mentale,,2025-08-11T00:00:00+02:00,,TEATRO WAGNER,"Piazza Riccardo Wagner, 2, Milano, Porta Magenta",Milan,milanotoday,https://www.milanotoday.it/eventi/accasaccio-in-concerto-a-milano-ritmo-salentino-e-solidarieta-per-la-salute-mentale-accasaccio-band.html,2025-12-22T15:41:04.553712+01:00,2025-08-11 00:00:00+02:00,,2025-08-11,0.0
Aestetica Milano Beauty Matching,aestetica milano,2025-09-18T00:00:00+02:00,,Scuola militare Teuliè,"Corso Italia, 58, Milano, Porta Lodovica",Milan,milanotoday,https://www.milanotoday.it/eventi/aestetica-milano-beauty-matching.html,2025-12-22T15:41:07.737720+01:00,2025-09-18 00:00:00+02:00,,2025-09-18,0.0
"Afghanistan Jaan: aspettando l’alba, mostra personale di Marzia Caramazza con live del trio “Sintonia”",,2025-06-27T00:00:00+02:00,,WAO Isola,"Via Luigi Porro Lambertenghi, 7, Milano, Isola",Milan,milanotoday,https://www.milanotoday.it/eventi/afghanistan-jaan-aspettando-l-alba-mostra-personale-di-marzia-caramazza-live-del-trio-sintonia-marzia-caramazza.html,2025-12-22T15:41:10.066611+01:00,2025-06-27 00:00:00+02:00,,2025-06-27,0.0
Africa Italia summit,,2025-09-18T00:00:00+02:00,,ALLIANZ MICO - MILANO CONFERENCE CENTER,"Piazzale Carlo Magno, 1, Milano, Fiera",Milan,milanotoday,https://www.milanotoday.it/eventi/africa-italia-summit-martino-ghielmi.html,2025-12-22T15:41:12.684080+01:00,2025-09-18 00:00:00+02:00,,2025-09-18,0.0
"al via coca-cola pizza village - milano il food festival dedicato alla cultura della pizza, icona della gastronomia italiana.",,2025-02-09T00:00:00+01:00,,CityLife,"Piazza Elsa Morante, Milano, Fiera",Milan,milanotoday,https://www.milanotoday.it/eventi/al-via-coca-cola-pizza-village-milano-il-food-festival-dedicato-alla-cultura-della-pizza-icona-della-gastronomia-italiana.html,2025-12-22T15:41:15.481468+01:00,2025-02-09 00:00:00+01:00,,2025-02-09,0.0
Alberto Biasi Politipi,,2025-07-19T00:00:00+02:00,,Dep Art Gallery,"Via Comelico, 40, Milano, Porta Romana",Milan,milanotoday,https://www.milanotoday.it/eventi/alberto-biasi-politipi-alberto-biasi.html,2025-12-22T15:41:18.844879+01:00,2025-07-19 00:00:00+02:00,,2025-07-19,0.0
alla fornace curti di milano le terrecotte di yaya,,2025-05-27T00:00:00+02:00,,Fornace Curti,"Via Walter Tobagi, 8, Milano, Barona",Milan,milanotoday,https://www.milanotoday.it/eventi/alla-fornace-curti-di-milano-le-terrecotte-di-yaya-yaya.html,2025-12-22T15:41:21.596946+01:00,2025-05-27 00:00:00+02:00,,2025-05-27,0.0
allo spazio hus di milano le opere di piero scandura,,2025-10-29T00:00:00+01:00,,Spazio HUS,"Via San Fermo, 19, Milano, Porta Nuova",Milan,milanotoday,https://www.milanotoday.it/eventi/allo-spazio-hus-di-milano-le-opere-di-piero-scandura-piero-scandura.html,2025-12-22T15:41:25.238260+01:00,2025-10-29 00:00:00+01:00,,2025-10-29,0.0
Amani Christmas event 2025,,2025-09-12T00:00:00+02:00,,Talent Garden Calabiana,"Via Arcivescovo Calabiana, 6, Milano, Ortles",Milan,milanotoday,https://www.milanotoday.it/eventi/amani-christmas-event-2025.html,2025-12-22T15:41:27.425141+01:00,2025-09-12 00:00:00+02:00,,2025-09-12,0.0
"Amicizia. Il rischio, l’esistenza",,2025-11-20T00:00:00+01:00,,Centro Culturale di Milano,"Largo Corsia dei Servi, 4, Milano, Duomo",Milan,milanotoday,https://www.milanotoday.it/eventi/amicizia-il-rischio-l-esistenza-mario-calabresi-silvano-petrosino.html,2025-12-22T15:41:30.824523+01:00,2025-11-20 00:00:00+01:00,,2025-11-20,0.0
Amnesia Milano riparte completamente rinnovata,,2025-10-18T00:00:00+02:00,,Amnesia,"Via Alfonso Gatto, Milano, Forlanini",Milan,milanotoday,https://www.milanotoday.it/eventi/amnesia-milano-riparte-completamente-rinnovata-east-end-dubs-adam-beyer-leon.html,2025-12-22T15:41:34.108582+01:00,2025-10-18 00:00:00+02:00,,2025-10-18,0.0
"Amnesia Milano, tutti gli ospiti e le serate in programma a dicembre 2025: Patrick Topping, Franky Rizardo, Blackchild e Ilario Alicante",,2025-06-12T00:00:00+02:00,,Amnesia,"Via Gatto angolo viale Forlanini, Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/amnesia-serate-dicembre-2025-guest-patrick-topping-franky-rizardo-blackchild-ilario-alicante.html,2025-12-22T15:41:36.569927+01:00,2025-06-12 00:00:00+02:00,,2025-06-12,0.0
An archive of possible machines – 80 anni di candy: tecnologie visionarie dall’archivio,,2025-10-31T00:00:00+01:00,,Fabbrica del Vapore,"Via Giulio Cesare Procaccini, 4, Milano, Cenisio Monumentale",Milan,milanotoday,https://www.milanotoday.it/eventi/an-archive-of-possible-machines-80-anni-di-candy-tecnologie-visionarie-dall-archivio.html,2025-12-22T15:41:39.996557+01:00,2025-10-31 00:00:00+01:00,,2025-10-31,0.0
"an evening with nirvana (proiezione 'rome as you are', incontro con autori, live libithium)",,2025-05-23T00:00:00+02:00,,LA CATTEDRALE,"Via Giuseppe Zucchi, Cusano Milanino, ",Milan,milanotoday,https://www.milanotoday.it/eventi/an-evening-with-nirvana-proiezione-rome-as-you-are-incontro-con-autori-live-libithium-libithium-nirvana-tribute-band.html,2025-12-22T15:41:43.307911+01:00,2025-05-23 00:00:00+02:00,,2025-05-23,0.0
Anche Spazioxnoi partecipa alla terza edizione del Milano centrale festival,,2025-03-10T00:00:00+01:00,,SPAZIOXNOI,"Via Popoli Uniti, Milano, Turro",Milan,milanotoday,https://www.milanotoday.it/eventi/anche-spazioxnoi-partecipa-alla-terza-edizione-del-milano-centrale-festival-irene-mele.html,2025-12-22T15:41:47.268956+01:00,2025-03-10 00:00:00+01:00,,2025-03-10,0.0
"André’s office a dialogue between design, fashion and editorial vision",,2025-06-13T00:00:00+02:00,,Senato Hotel Milano,"Via Senato, 22, Milano, Montenapoleone",Milan,milanotoday,https://www.milanotoday.it/eventi/andre-s-office-a-dialogue-between-design-fashion-and-editorial-vision-a-cura-di-spazio-rt.html,2025-12-22T15:41:49.416988+01:00,2025-06-13 00:00:00+02:00,,2025-06-13,0.0
"Anna-Lena Krause / Viktor Petrov, through invisible walls",,2025-09-25T00:00:00+02:00,,Tempesta Gallery,"Foro Buonaparte, 68, Milano, Castello",Milan,milanotoday,https://www.milanotoday.it/eventi/anna-lena-krause-viktor-petrov-through-invisible-walls-anna-lena-krause-e-viktor-petrov.html,2025-12-22T15:41:52.200461+01:00,2025-09-25 00:00:00+02:00,,2025-09-25,0.0
"Artigiano in Fiera presenta Anteprima d’Estate: dal 29 maggio al 2 giugno, ingresso con pass gratuito",eventi milano,,,,,Milan,milanotoday,https://www.milanotoday.it/eventi/anteprima-estate-artigiano-in-fiera.html,2025-12-22T15:41:55.273739+01:00,,,,
aperitivo con degustazione vini – milano wine week 2025 mib milano piazza affari,,2025-04-10T00:00:00+02:00,,MIB Milano,"Via Gaetano Negri, 10, Milano, Duomo",Milan,milanotoday,https://www.milanotoday.it/eventi/aperitivo-con-degustazione-vini-milano-wine-week-2025-mib-milano-piazza-affari.html,2025-12-22T15:41:58.380293+01:00,2025-04-10 00:00:00+02:00,,2025-04-10,0.0
Aperitivo italiano: crypto arte e bitcoin collectibles,,2025-10-23T00:00:00+02:00,,ART MALL,"Via Torino, 64, Milano, Duomo",Milan,milanotoday,https://www.milanotoday.it/eventi/aperitivo-italiano-crypto-arte-e-bitcoin-collectibles-polymerbit.html,2025-12-22T15:42:01.853250+01:00,2025-10-23 00:00:00+02:00,,2025-10-23,0.0
Bagni estivi e aperitivi a bordo piscina: riaprono i Bagni Misteriosi,Bagni Misteriosi,2025-05-31T00:00:00+02:00,,Bagni Misteriosi,"Via Carlo Botta, 18, Milano, Porta Romana",Milan,milanotoday,https://www.milanotoday.it/eventi/apertura-bagni-misteriosi-estate-2025.html,2025-12-22T15:42:05.573119+01:00,2025-05-31 00:00:00+02:00,,2025-05-31,0.0
Apertura mercatino parrocchiale benefico Kolbe,,2025-09-21T00:00:00+02:00,,nella palestrina dell'oratorio,"Via Padre Massimiliano Kolbe, 5, Milano, Corsica",Milan,milanotoday,https://www.milanotoday.it/eventi/apertura-mercatino-parrocchiale-benefico-kolbe-domenica-21-settembre-2025.html,2025-12-22T15:42:08.922055+01:00,2025-09-21 00:00:00+02:00,,2025-09-21,0.0
Apertura straordinaria della Centrale idroelettrica Taccani a Trezzo sull'Adda,,2025-09-11T00:00:00+02:00,,all’INFOPOINT,"Via Valverde, 33, Trezzo sull'Adda, ",Milan,milanotoday,https://www.milanotoday.it/eventi/apertura-straordinaria-della-centrale-idroelettrica-taccani-a-trezzo-sull-adda-mi.html,2025-12-22T15:42:12.053317+01:00,2025-09-11 00:00:00+02:00,,2025-09-11,0.0
Cinema sotto le stelle e dj set: tutti gli appuntamenti estivi nelle nuove terme di Milano,De Montel,2025-06-21T00:00:00+02:00,,Terme de Montel,"Via Achille, 6, Milano, San Siro",Milan,milanotoday,https://www.milanotoday.it/eventi/appuntamenti-estivi-terme-de-montel-estate-2025.html,2025-12-22T15:42:14.755735+01:00,2025-06-21 00:00:00+02:00,,2025-06-21,0.0
"apre a milano la mostra internazionale “essence”: un dialogo tra natura, materia e trascendenza""",,2025-06-23T00:00:00+02:00,,iKonica Art Gallery,"Via Nicola Antonio Porpora, 16a, Milano, Città Studi",Milan,milanotoday,https://www.milanotoday.it/eventi/apre-a-milano-la-mostra-internazionale-essence.html,2025-12-22T15:42:19.848894+01:00,2025-06-23 00:00:00+02:00,,2025-06-23,0.0
"'Apreski Milano Mountain Show', quattro giorni dedicati alla montagna con incontri e feste",Mind,2025-10-16T00:00:00+02:00,,Mind Milano Innovation District,"Via Achille Grandi, Rho, ",Milan,milanotoday,https://www.milanotoday.it/eventi/apreski-incontri-montagna-mind-rho.html,2025-12-22T15:42:22.665582+01:00,2025-10-16 00:00:00+02:00,,2025-10-16,0.0
Arco della pace: aperitivo e party per la milano wine week - Offline vibes,,2025-11-10T00:00:00+01:00,,Dazi Milano,"Parco Sempione 1, Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/arco-della-pace-aperitivo-e-party-per-la-milano-wine-week-offline-vibes.html,2025-12-22T15:42:26.790608+01:00,2025-11-10 00:00:00+01:00,,2025-11-10,0.0
"Arena Milano Est: cinema, concerti e aperitivi sotto le stelle per tutta l'estate",Arena Milano Est,2025-06-21T00:00:00+02:00,,Arena Milano Est,"Via Riccardo Pitteri, 60, Milano, Ortica",Milan,milanotoday,https://www.milanotoday.it/eventi/arena-milano-est-2025-programma.html,2025-12-22T15:42:30.440037+01:00,2025-06-21 00:00:00+02:00,,2025-06-21,0.0
AriAnteo 2025: luoghi e programma del cinema all'aperto di Milano,Arianteo,2025-03-06T00:00:00+01:00,,"Palazzo Reale, CityLife, Fabbrica del Vapore",", Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/arianteo-2025-dove-vedere-film-all-aperto-estate-2025-milano.html,2025-12-22T15:42:33.160588+01:00,2025-03-06 00:00:00+01:00,,2025-03-06,0.0
Arriva il pop up Fler x Deeva in largo Treves,,2025-09-24T00:00:00+02:00,,Largo Claudio Treves,"Largo Claudio Treves, Milano, Porta Volta",Milan,milanotoday,https://www.milanotoday.it/eventi/arriva-il-pop-up-fler-x-deeva-in-largo-treves.html,2025-12-22T15:42:35.940812+01:00,2025-09-24 00:00:00+02:00,,2025-09-24,0.0
arriva la silent experience halloween edition firmata scuolazoo,,2025-10-31T00:00:00+01:00,,Piazza Ventiquattro Maggio,"Piazza Ventiquattro Maggio, Milano, Porta Ticinese",Milan,milanotoday,https://www.milanotoday.it/eventi/arriva-la-silent-experience-halloween-edition-firmata-scuolazoo-scuolazoo.html,2025-12-22T15:42:39.781678+01:00,2025-10-31 00:00:00+01:00,,2025-10-31,0.0
"Art Nouveau Week, una settimana di arte e design in giro per Milano",Art Nouveau,2025-08-07T00:00:00+02:00,,Milano,", Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/art-nouveau-week-2025.html,2025-12-22T15:42:43.056254+01:00,2025-08-07 00:00:00+02:00,,2025-08-07,0.0
Artemida art expò,,2025-06-24T00:00:00+02:00,,CMC Centro Culturale di Milano,"Largo Corsia dei Servi, 4, Milano, Duomo",Milan,milanotoday,https://www.milanotoday.it/eventi/artemida-art-expo-.html,2025-12-22T15:42:45.804109+01:00,2025-06-24 00:00:00+02:00,,2025-06-24,0.0
Arteria: brand new world,,2025-09-26T00:00:00+02:00,,Museo Bagatti Valsecchi,"Via Gesù, 5, Milano, Montenapoleone",Milan,milanotoday,https://www.milanotoday.it/eventi/arteria-brand-new-world.html,2025-12-22T15:42:50.913053+01:00,2025-09-26 00:00:00+02:00,,2025-09-26,0.0
Arti marziali e sport da combattimento al femminile,,2025-09-15T00:00:00+02:00,,MILANO DIFESA PERSONALE,"Via Riccardo Balsamo Crivelli, 5, Milano, Ronchetto sul Naviglio",Milan,milanotoday,https://www.milanotoday.it/eventi/arti-marziali-e-sport-da-combattimento-al-femminile.html,2025-12-22T15:42:54.424003+01:00,2025-09-15 00:00:00+02:00,,2025-09-15,0.0
"Artigiano in Fiera raddoppia, nuovo appuntamento a Milano (sempre gratis): le date",artigiano fiera milano,2025-05-29T00:00:00+02:00,,Fieramilano Rho,", Rho, ",Milan,milanotoday,https://www.milanotoday.it/eventi/artigiano-fiera-2025.html,2025-12-22T15:42:58.301781+01:00,2025-05-29 00:00:00+02:00,,2025-05-29,0.0
"Artigiano in Fiera 2025, disponibile il pass gratuito per la visita",,2025-06-12T00:00:00+02:00,,Fieramilano Rho,", , ",Milan,milanotoday,https://www.milanotoday.it/eventi/artigiano-in-fiera-2025-pass-gratuito-per-la-visita.html,2025-12-22T15:43:21.200174+01:00,2025-06-12 00:00:00+02:00,,2025-06-12,0.0
"Torna Artigiano in Fiera: a Fieramilano Rho un viaggio tra shopping natalizio, viver bene e gusto",artigiano in fiera,,,,,Milan,milanotoday,https://www.milanotoday.it/eventi/artigiano-in-fiera-2025.html,2025-12-22T15:43:27.188586+01:00,,,,
"Artigiano in Fiera 2025: date, orari, come ottenere il pass gratuito",Artigiano in Fiera,2025-06-12T00:00:00+02:00,,Fieramilano Rho,"Fiera Milano, Rho, ",Milan,milanotoday,https://www.milanotoday.it/eventi/artigiano-in-fiera-date-orari-prezzi.html,2025-12-22T15:43:30.355252+01:00,2025-06-12 00:00:00+02:00,,2025-06-12,0.0
Artisti per la pace,,2025-07-18T00:00:00+02:00,,La Scighera,"Via Giuseppe Candiani, 131, Milano, Bovisa",Milan,milanotoday,https://www.milanotoday.it/eventi/artisti-per-la-pace.html,2025-12-22T15:43:33.442438+01:00,2025-07-18 00:00:00+02:00,,2025-07-18,0.0
Settembre al Muba: tutti gli appuntamenti per i bambini,Muba,2025-01-09T00:00:00+01:00,,MUBA – Museo dei Bambini di Milano,"Via Enrico Besana, 12, Milano, Porta Vittoria",Milan,milanotoday,https://www.milanotoday.it/eventi/attivita-settembre-muba-2025.html,2025-12-22T15:43:36.685505+01:00,2025-01-09 00:00:00+01:00,,2025-01-09,0.0
Le attività (gratis) della Triennale per i bambini del Municipio 7: orari e programma,,2025-06-27T00:00:00+02:00,,Municipio 7,"Piazzale della Cooperazione, Milano, San Siro",Milan,milanotoday,https://www.milanotoday.it/eventi/attivita-triennale-per-bambini-municipio-7.html,2025-12-22T15:43:40.201892+01:00,2025-06-27 00:00:00+02:00,,2025-06-27,0.0
"Avatar live in concert, a Milano il capolavoro di James Cameron in uno spettacolo con orchestra dal vivo",Avatar,2025-05-24T00:00:00+02:00,,Teatro degli Arcimboldi,", Milano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/avatar-in-concerto-arcimboldi.html,2025-12-22T15:43:43.990877+01:00,2025-05-24 00:00:00+02:00,,2025-05-24,0.0
Babbo contro il Grinch - la febbre del Natale spettacolo per bambini,,2025-06-12T00:00:00+02:00,,Bosco della Luna,"Via Cusago, 280, Milano, Baggio",Milan,milanotoday,https://www.milanotoday.it/eventi/babbo-contro-il-grinch-la-febbre-del-natale-spettacolo-per-bambini.html,2025-12-22T15:43:46.267396+01:00,2025-06-12 00:00:00+02:00,,2025-06-12,0.0
Back on the big screen: la saga de “Il signore degli anelli” torna nei The Space Cinema di Rozzano e Cerro Maggiore,,2025-07-24T00:00:00+02:00,,The Space Cinema,"Via Sandro Pertini, 20, Rozzano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/back-on-the-big-screen-la-saga-de-il-signore-degli-anelli-torna-nei-the-space-cinema-di-rozzano-e-cerro-maggiore.html,2025-12-22T15:43:50.144054+01:00,2025-07-24 00:00:00+02:00,,2025-07-24,0.0
"'Back to Hogwarts', a Milano arriva la magia di Harry Potter",Harry Potter,2025-01-09T00:00:00+01:00,,Teatro Nazionale,"Via Giordano Rota, 1, Milano, Porta Magenta",Milan,milanotoday,https://www.milanotoday.it/eventi/back-to-hogwarts-incontro-harry-potter-teatro-nazionale.html,2025-12-22T15:43:53.957316+01:00,2025-01-09 00:00:00+01:00,,2025-01-09,0.0
"Bam estate 2025, il festival multiculturale che parla tutte le lingue del mondo",Bam Biblioteca Alberi,2025-06-22T00:00:00+02:00,,BAM - Biblioteca degli Alberi Milano,"Via Gaetano de Castillia, 28, Milano, Isola",Milan,milanotoday,https://www.milanotoday.it/eventi/bam-estate-2025-festival-multiculturale.html,2025-12-22T15:43:56.782587+01:00,2025-06-22 00:00:00+02:00,,2025-06-22,0.0
"Baratto Market, il mercatino in cui tutto è gratis",Baratto Market,2025-05-01T00:00:00+02:00,,Tempio del Futuro Perduto,"Via Luigi Nono, 9, Milano, Cenisio Monumentale",Milan,milanotoday,https://www.milanotoday.it/eventi/baratto-market-scambio-oggetti-gratis.html,2025-12-22T15:44:01.408330+01:00,2025-05-01 00:00:00+02:00,,2025-05-01,0.0
Barezzi festival: Vinicio Capossela in concerto al Conservatorio Giuseppe Verdi,,2025-10-19T00:00:00+02:00,,Conservatorio Giuseppe Verdi,"Via Conservatorio, 12, Milano, Monforte",Milan,milanotoday,https://www.milanotoday.it/eventi/barezzi-festival-vinicio-capossela-in-concerto-domenica-19-ottobre-al-conservatorio-giuseppe-verdi-a-milano-per-festeggiare-i-25-anni-di-canzoni-a-manovella-vinicio-capossela.html,2025-12-22T15:44:04.358333+01:00,2025-10-19 00:00:00+02:00,,2025-10-19,0.0
"Apre a Milano Basil Bar, bistrò esperienziale nel cuore di Brera",basil bar Brera,,,,,Milan,milanotoday,https://www.milanotoday.it/eventi/basil-bar-apertura-milano.html,2025-12-22T15:44:09.207431+01:00,,,,
Bazar di Natale,,2025-11-22T00:00:00+01:00,,Libera Scuola Rudolf Steiner,"Via Tommaso Pini, 1, Milano, Lambrate",Milan,milanotoday,https://www.milanotoday.it/eventi/bazar-di-natale.html,2025-12-22T15:44:11.744479+01:00,2025-11-22 00:00:00+01:00,,2025-11-22,0.0
Bellezza eterea: esplorando forme trascendenti,,2025-06-13T00:00:00+02:00,,Galleria Cael,"Via Carlo Tenca, 11, Milano, Porta Nuova",Milan,milanotoday,https://www.milanotoday.it/eventi/bellezza-eterea-esplorando-forme-trascendenti.html,2025-12-22T15:44:15.182398+01:00,2025-06-13 00:00:00+02:00,,2025-06-13,0.0
A Nerviano torna il Big Bang music fest: tutti i concerti in programma,concerti,2025-05-28T00:00:00+02:00,,Parco Cinofili,"Via Papa Giovanni XXIII, Nerviano, ",Milan,milanotoday,https://www.milanotoday.it/eventi/big-bang-orari-concerti-2025.html,2025-12-22T15:44:18.613994+01:00,2025-05-28 00:00:00+02:00,,2025-05-28,0.0
Bike night Milano–lago: la pedalata notturna da Milano ad Arona,,2025-06-28T00:00:00+02:00,,Giardini Montanelli,"Via Palestro, Milano, Porta Venezia",Milan,milanotoday,https://www.milanotoday.it/eventi/bike-night-milano-lago-la-pedalata-notturna-da-milano-ad-arona-witoor.html,2025-12-22T15:44:21.880463+01:00,2025-06-28 00:00:00+02:00,,2025-06-28,0.0
"Billboard Women in Music 2025, i premi alle donne più influenti della musica italiana",Billboard Italia,2025-11-25T00:00:00+01:00,,Ufo Milano,"Via Orobia, 26, Milano, Ortles",Milan,milanotoday,https://www.milanotoday.it/eventi/billboard-women-in-music-2025-premi-cantanti-donne.html,2025-12-22T15:44:25.823822+01:00,2025-11-25 00:00:00+01:00,,2025-11-25,0.0
Bob Sinclar accende l’estate milanese: il 27 luglio live al Just me Milano,,2025-07-27T00:00:00+02:00,,Just Me Milano,"Viale Luigi Camoens, 2, Milano, Sempione",Milan,milanotoday,https://www.milanotoday.it/eventi/bob-sinclar-accende-l-estate-milanese-il-27-luglio-live-al-just-me-milano-dj-set.html,2025-12-22T15:44:28.998652+01:00,2025-07-27 00:00:00+02:00,,2025-07-27,0.0
