station_id,name,lat,lon,num_bikes_available,num_docks_available,num_vehicles_available,collection_timestamp,timestamp,temperature_2m,precipitation,windspeed_10m,humidity,time_delta_minutes
2162,241 - Stuparich - Albani,45.48280548104578,9.143997931532796,24,0,24,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2163,263 - Castello,45.46953851408742,9.181974124364416,2,33,2,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2164,264 - Rio De Janeiro - Sarto,45.472641881667,9.223651438951492,7,16,7,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2165,265 - Arduino,45.4771033100193,9.151248560188264,7,29,7,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2166,266 - Sauli - Battaglia,45.491094787230686,9.213269396984517,11,3,11,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2159,253 - Bovisa Passante 1 - Alfieri,45.50275468075098,9.16057398324483,17,11,17,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2167,267 - Sardegna - Sicilia,45.46397905672925,9.15291457129632,19,9,19,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2170,224 - VI Febbraio,45.4768369753779,9.160565936617786,9,20,9,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2171,256 - Lancetti Passante - Maloja,45.4948893634155,9.17637085317665,13,17,13,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2172,257 - Valtellina - Aprica,45.493106947527,9.182389730185603,7,17,7,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2173,260 - Baldinucci - Maffucci,45.5034828997716,9.168966615170577,7,16,7,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2174,262 - Livigno - Monte San Genesio,45.5001103140391,9.17841469634368,20,10,20,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2175,282 - Dergano,45.50331806548903,9.176682212502245,16,7,16,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2176,261 - Imbonati - Dergano M3,45.50536367702498,9.179833584912558,12,24,12,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2168,268 - Lunigiana - Sammartini,45.49073239477288,9.207177291518974,2,22,2,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2158,307 - Piazzi - Bernina,45.49452578706,9.18092390304082,3,27,3,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2157,254 - Bausan - Brofferio,45.50250559435529,9.165000969223913,4,23,4,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2156,255 - Nigra - Castellini,45.496247054485615,9.170451217942173,6,18,6,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2133,250 - Castelli - Ailanti,45.4992908710408,9.151882258083788,11,14,11,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2130,237 - Caneva - Tolentino,45.4881915682506,9.160822141275275,16,4,16,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2129,233 - Mac Mahon - Artieri,45.4958153324679,9.155079477995969,15,7,15,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2131,238 - Govone - Borgese,45.4882827664623,9.168938612983766,22,4,22,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2132,249 - Vigliani - Scarampo,45.4825899686547,9.148432937249709,24,4,24,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2134,259 - Amendola M1,45.473620514397766,9.151653415424365,15,20,15,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2135,232 - De Angeli - R. Sanzio,45.466915618781606,9.150283661469985,32,1,32,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2128,225 - Chiesa - E. Filiberto,45.4847643315369,9.156582829356807,16,3,16,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2119,207 - Loreto 1,45.4858300443208,9.217545443825657,9,26,9,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2147,305 - Spadolini - Centro Leoni,45.44310088793511,9.189450645499164,13,14,13,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2148,301 - Toscana- Leoni,45.44616686422791,9.194030517392092,26,2,26,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2149,309 - Carlo Magno - Alcuino,45.48148357338293,9.1558734656428,14,13,14,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2151,251 - Villapizzone FFSS - Lambruschini,45.5023768209563,9.152684265427524,10,19,10,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2152,325 - Romolo M2,45.443538894779,9.16759064202779,29,7,29,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
2153,183 - Domodossola FNM - Filelfo,45.4803766866256,9.163030886702472,16,20,16,2025-12-09 20:56:00,2025-12-09 21:00:00,6.0,0.0,4.6,89,4.0
